painting_url,short_name,painting_info_detail,period_code,creation_date,creation_place,dimension,exibit_place,technique,title,file_name,width,height
http://www.wga.hu/art/g/goya/6/612goya.jpg,goya,"
,Portrait of Antonia Sarate,
1810-11,
Oil on canvas, 71 x 58 cm,
The Hermitage, St. Petersburg,

",6,1810-11,,71 x 58 cm,"The Hermitage, St. Petersburg",Oil on canvas,Portrait of Antonia Sarate,goya_6_612goya.jpg,1285,1600
http://www.wga.hu/art/g/goya/6/613goya.jpg,goya,"
,Dead Birds,
1808-12,
Oil on canvas,
Museo del Prado, Madrid,

",6,1808-12,,,"Museo del Prado, Madrid",Oil on canvas,Dead Birds,goya_6_613goya.jpg,1106,770
http://www.wga.hu/art/g/goya/6/614goya.jpg,goya,"
,Still-Life Three Salmon Steaks,
1808-12,
Oil on canvas,
Oskar Reinhart Collection, Winterthur,

",6,1808-12,,,"Oskar Reinhart Collection, Winterthur",Oil on canvas,Still-Life Three Salmon Steaks,goya_6_614goya.jpg,1083,750
http://www.wga.hu/art/g/goya/5/501goya.jpg,goya,"
,The Nude Maja (La Maja Desnuda),
1799-1800,
Oil on canvas, 97 x 190 cm,
Museo del Prado, Madrid,

",5,1799-1800,,97 x 190 cm,"Museo del Prado, Madrid",Oil on canvas,The Nude Maja (La Maja Desnuda),goya_5_501goya.jpg,1900,935
http://www.wga.hu/art/g/goya/5/501goya1.jpg,goya,"
,The Nude Maja (La Maja Desnuda),
1799-1800,
Oil on canvas, 97 x 190 cm,
Museo del Prado, Madrid,

",5,1799-1800,,97 x 190 cm,"Museo del Prado, Madrid",Oil on canvas,The Nude Maja (La Maja Desnuda),goya_5_501goya1.jpg,1600,805
http://www.wga.hu/art/g/goya/5/502goya.jpg,goya,"
,The Clothed Maja (La Maja Vestida),
1800-03,
Oil on canvas, 97 x 190 cm,
Museo del Prado, Madrid,

",5,1800-03,,97 x 190 cm,"Museo del Prado, Madrid",Oil on canvas,The Clothed Maja (La Maja Vestida),goya_5_502goya.jpg,1900,907
http://www.wga.hu/art/g/goya/5/502goya1.jpg,goya,"
,The Clothed Maja (La Maja Vestida),
1800-03,
Oil on canvas, 97 x 190 cm,
Museo del Prado, Madrid,

",5,1800-03,,97 x 190 cm,"Museo del Prado, Madrid",Oil on canvas,The Clothed Maja (La Maja Vestida),goya_5_502goya1.jpg,1600,800
http://www.wga.hu/art/g/goya/5/502goya2.jpg,goya,"
,The Nude and Clothed Maja,
1799-1803,
Oil on canvas, 97 x 190 cm (each),
Museo del Prado, Madrid,

",5,1799-1803,,97 x 190 cm,"Museo del Prado, Madrid","Oil on canvas,  (each)",The Nude and Clothed Maja,goya_5_502goya2.jpg,1500,1516
http://www.wga.hu/art/g/goya/5/503goya.jpg,goya,"
,Manuel Godoy, Duke of Alcudia, 'Prince of the Peace',
1801,
Oil on canvas, 180 x 267 cm,
Museo de la Real Academia de San Fernando, Madrid,

",5,1801,,180 x 267 cm,"Museo de la Real Academia de San Fernando, Madrid",Oil on canvas,"Manuel Godoy, Duke of Alcudia, 'Prince of the Peace'",goya_5_503goya.jpg,1173,820
http://www.wga.hu/art/g/goya/5/504goya.jpg,goya,"
,Count Fernán Núnez,
1803,
Oil on canvas, 211 x 137 cm,
Collection Fernán Núnez, Madrid,

",5,1803,,211 x 137 cm,"Collection Fernán Núnez, Madrid",Oil on canvas,Count Fernán Núnez,goya_5_504goya.jpg,650,1118
http://www.wga.hu/art/g/goya/5/505goya.jpg,goya,"
,Dona María Tomasa Palafox, Marquesa de Villafranca,
1804,
Oil on canvas, 195 x 126 cm,
Museo del Prado, Madrid,

",5,1804,,195 x 126 cm,"Museo del Prado, Madrid",Oil on canvas,"Dona María Tomasa Palafox, Marquesa de Villafranca",goya_5_505goya.jpg,801,1260
http://www.wga.hu/art/g/goya/5/506goya.jpg,goya,"
,Francisca Sabasa y Garcia,
1804-08,
Oil on canvas, 71 x 58 cm,
National Gallery of Art, Washington,

",5,1804-08,,71 x 58 cm,"National Gallery of Art, Washington",Oil on canvas,Francisca Sabasa y Garcia,goya_5_506goya.jpg,800,1007
http://www.wga.hu/art/g/goya/5/507goya.jpg,goya,"
,Doña Isabel de Porcel,
before 1805,
Oil on canvas, 82 x 55 cm,
National Gallery, London,

",5,before 1805,,82 x 55 cm,"National Gallery, London",Oil on canvas,Doña Isabel de Porcel,goya_5_507goya.jpg,800,1202
http://www.wga.hu/art/g/goya/5/508goya.jpg,goya,"
,Bartolomé Sureda y Miserol,
1804-06,
Oil on canvas, 120 x 79 cm,
National Gallery of Art, Washington,

",5,1804-06,,120 x 79 cm,"National Gallery of Art, Washington",Oil on canvas,Bartolomé Sureda y Miserol,goya_5_508goya.jpg,532,842
http://www.wga.hu/art/g/goya/5/509goya.jpg,goya,"
,Dona Teresa Sureda,
1804-06,
Oil on canvas, 120 x 79 cm,
National Gallery of Art, Washington,

",5,1804-06,,120 x 79 cm,"National Gallery of Art, Washington",Oil on canvas,Dona Teresa Sureda,goya_5_509goya.jpg,526,800
http://www.wga.hu/art/g/goya/5/510goya.jpg,goya,"
,Portrait of Antonia Zárate,
c. 1805,
Oil on canvas, 103,5 x 81,9 cm,
National Gallery of Ireland, Dublin,

",5,c. 1805,,103,"National Gallery of Ireland, Dublin","Oil on canvas, ,5 x 81,9 cm",Portrait of Antonia Zárate,goya_5_510goya.jpg,850,1076
http://www.wga.hu/art/g/goya/4/400goya.jpg,goya,"
,Portrait of Martín Zapater,
1797,
Oil on canvas, 83 x 65 cm,
Museo de Bellas Artes, Bilbao,

",4,1797,,83 x 65 cm,"Museo de Bellas Artes, Bilbao",Oil on canvas,Portrait of Martín Zapater,goya_4_400goya.jpg,945,1200
http://www.wga.hu/art/g/goya/4/401goya.jpg,goya,"
,Portrait of the Countess of Chinchón,
1797-1800,
Oil on canvas, 220 x 140 cm,
Galleria degli Uffizi, Florence,

",4,1797-1800,,220 x 140 cm,"Galleria degli Uffizi, Florence",Oil on canvas,Portrait of the Countess of Chinchón,goya_4_401goya.jpg,650,1141
http://www.wga.hu/art/g/goya/4/402goya.jpg,goya,"
,Portrait of the Duchess of Alba,
1797,
Oil on canvas, 210 x 149 cm,
Hispanic Society of America, New York,

",4,1797,,210 x 149 cm,"Hispanic Society of America, New York",Oil on canvas,Portrait of the Duchess of Alba,goya_4_402goya.jpg,900,1295
http://www.wga.hu/art/g/goya/4/403goya.jpg,goya,"
,St Gregory,
c. 1797,
Oil on canvas, 188 x 113 cm,
Museo Romántico, Madrid,

",4,c. 1797,,188 x 113 cm,"Museo Romántico, Madrid",Oil on canvas,St Gregory,goya_4_403goya.jpg,750,1308
http://www.wga.hu/art/g/goya/4/404goya.jpg,goya,"
,Witches in the Air,
1797-98,
Oil on canvas, 43,5 x 31,5 cm,
Museo del Prado, Madrid,

",4,1797-98,,43,"Museo del Prado, Madrid","Oil on canvas, ,5 x 31,5 cm",Witches in the Air,goya_4_404goya.jpg,870,1257
http://www.wga.hu/art/g/goya/4/405goya.jpg,goya,"
,Gaspar Melchor de Jovellanos,
1798,
Oil on canvas, 205 x 133 cm,
Museo del Prado, Madrid,

",4,1798,,205 x 133 cm,"Museo del Prado, Madrid",Oil on canvas,Gaspar Melchor de Jovellanos,goya_4_405goya.jpg,850,1347
http://www.wga.hu/art/g/goya/4/406goya.jpg,goya,"
,Ferdinand Guillemardet,
1798,
Oil on canvas, 185 x 125 cm,
Musée du Louvre, Paris,

",4,1798,,185 x 125 cm,"Musée du Louvre, Paris",Oil on canvas,Ferdinand Guillemardet,goya_4_406goya.jpg,841,1300
http://www.wga.hu/art/g/goya/4/407goya.jpg,goya,"
,Portrait of Andrés del Peral,
1798,
Oil on panel, 95 x 65,7 cm,
National Gallery, London,

",4,1798,,95 x 65,"National Gallery, London","Oil on panel, ,7 cm",Portrait of Andrés del Peral,goya_4_407goya.jpg,850,1248
http://www.wga.hu/art/g/goya/4/407goya1.jpg,goya,"
,Portrait of Asensio Juliá,
c. 1798,
Oil on canvas, 55 x 41 cm,
Museo Thyssen-Bornemisza, Madrid,

",4,c. 1798,,55 x 41 cm,"Museo Thyssen-Bornemisza, Madrid",Oil on canvas,Portrait of Asensio Juliá,goya_4_407goya1.jpg,750,1047
http://www.wga.hu/art/g/goya/4/408goya.jpg,goya,"
,The Miracle of St Anthony,
1798,
Fresco, diameter c. 550 cm,
San Antonio de la Florida, Madrid,

",4,1798,,550 cm,"San Antonio de la Florida, Madrid","Fresco, diameter c.",The Miracle of St Anthony,goya_4_408goya.jpg,1150,1154
http://www.wga.hu/art/g/goya/4/413goya.jpg,goya,"
,Josefa Bayeu (or Leocadia Weiss),
c. 1798 or 1814,
Oil on canvas, 81 x 56 cm,
Museo del Prado, Madrid,

",4,c. 1798 or 1814,,81 x 56 cm,"Museo del Prado, Madrid",Oil on canvas,Josefa Bayeu (or Leocadia Weiss),goya_4_413goya.jpg,800,1146
http://www.wga.hu/art/g/goya/4/414goya.jpg,goya,"
,The Bewitched Man,
c. 1798,
Oil on canvas, 42,5 x 30,8 cm,
National Gallery, London,

",4,c. 1798,,42,"National Gallery, London","Oil on canvas, ,5 x 30,8 cm",The Bewitched Man,goya_4_414goya.jpg,800,1130
http://www.wga.hu/art/g/goya/4/415goya.jpg,goya,"
,La Tirana,
1799,
Oil on canvas, 206 x 130 cm,
Museo de la Real Academia de San Fernando, Madrid,

",4,1799,,206 x 130 cm,"Museo de la Real Academia de San Fernando, Madrid",Oil on canvas,La Tirana,goya_4_415goya.jpg,700,1123
http://www.wga.hu/art/g/goya/4/416goya.jpg,goya,"
,Cardinal Luís María de Borbón y Vallabriga,
1798-1800,
Oil on canvas, 200 x 106 cm,
Museu de Arte, São Paulo,

",4,1798-1800,,200 x 106 cm,"Museu de Arte, São Paulo",Oil on canvas,Cardinal Luís María de Borbón y Vallabriga,goya_4_416goya.jpg,680,1183
http://www.wga.hu/art/g/goya/4/417goya.jpg,goya,"
,The Countess of Chinchón,
1800,
Oil on canvas, 216 x 144 cm,
Museo del Prado, Madrid,

",4,1800,,216 x 144 cm,"Museo del Prado, Madrid",Oil on canvas,The Countess of Chinchón,goya_4_417goya.jpg,850,1306
http://www.wga.hu/art/g/goya/4/418goya.jpg,goya,"
,Charles IV and his Family,
c. 1800,
Oil on canvas, 280 x 336 cm,
Museo del Prado, Madrid,

",4,c. 1800,,280 x 336 cm,"Museo del Prado, Madrid",Oil on canvas,Charles IV and his Family,goya_4_418goya.jpg,1278,1050
http://www.wga.hu/art/g/goya/3/301goya.jpg,goya,"
,Self-Portrait in the Workshop,
1790-95,
Oil on canvas, 42 x 28 cm,
Museo de la Real Academia de San Fernando, Madrid,

",3,1790-95,,42 x 28 cm,"Museo de la Real Academia de San Fernando, Madrid",Oil on canvas,Self-Portrait in the Workshop,goya_3_301goya.jpg,870,1270
http://www.wga.hu/art/g/goya/3/302goya.jpg,goya,"
,The Straw Manikin,
1791-92,
Oil on canvas, 267 x 160 cm,
Museo del Prado, Madrid,

",3,1791-92,,267 x 160 cm,"Museo del Prado, Madrid",Oil on canvas,The Straw Manikin,goya_3_302goya.jpg,800,1393
http://www.wga.hu/art/g/goya/3/303goya.jpg,goya,"
,The Wedding,
1791-92,
Oil on canvas, 267 x 293 cm,
Museo del Prado, Madrid,

",3,1791-92,,267 x 293 cm,"Museo del Prado, Madrid",Oil on canvas,The Wedding,goya_3_303goya.jpg,1305,850
http://www.wga.hu/art/g/goya/3/303goya1.jpg,goya,"
,Playing at Giants,
1791-92,
Oil on canvas, 137 x 104 cm,
Museo del Prado, Madrid,

",3,1791-92,,137 x 104 cm,"Museo del Prado, Madrid",Oil on canvas,Playing at Giants,goya_3_303goya1.jpg,1000,1350
http://www.wga.hu/art/g/goya/3/304goya.jpg,goya,"
,Sebastián Martínez,
1792,
Oil on canvas, 93 x 68 cm,
Metropolitan Museum of Art, New York,

",3,1792,,93 x 68 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Sebastián Martínez,goya_3_304goya.jpg,901,1251
http://www.wga.hu/art/g/goya/3/305goya.jpg,goya,"
,Picador Caught by the Bull,
1793,
Oil on tinplate, 43 x 32 cm,
British Rail Pension Trustee Co., London,

",3,1793,,43 x 32 cm,"British Rail Pension Trustee Co., London",Oil on tinplate,Picador Caught by the Bull,goya_3_305goya.jpg,850,1091
http://www.wga.hu/art/g/goya/3/306goya.jpg,goya,"
,The Countess del Carpio, Marquesa de la Solana,
1793-95,
Oil canvas, 181 x 122 cm,
Musée du Louvre, Paris,

",3,1793-95,,181 x 122 cm,"Musée du Louvre, Paris",Oil canvas,"The Countess del Carpio, Marquesa de la Solana",goya_3_306goya.jpg,804,1210
http://www.wga.hu/art/g/goya/3/306goya1.jpg,goya,"
,Mariana Waldstein, Ninth Marquesa de Santa Cruz,
-,
Oil on canvas, 142 x 97 cm,
Musée du Louvre, Paris,

",3,-,,142 x 97 cm,"Musée du Louvre, Paris",Oil on canvas,"Mariana Waldstein, Ninth Marquesa de Santa Cruz",goya_3_306goya1.jpg,1000,1509
http://www.wga.hu/art/g/goya/3/307goya.jpg,goya,"
,Dona Tadea Arias de Enríquez,
1793-94,
Oil on canvas, 190 x 106 cm,
Museo del Prado, Madrid,

",3,1793-94,,190 x 106 cm,"Museo del Prado, Madrid",Oil on canvas,Dona Tadea Arias de Enríquez,goya_3_307goya.jpg,650,1170
http://www.wga.hu/art/g/goya/3/308goya.jpg,goya,"
,Fire at Night,
1793-94,
Oil on tinplate, 50 x 32 cm,
Banco Inversion-Agepasa, Madrid,

",3,1793-94,,50 x 32 cm,"Banco Inversion-Agepasa, Madrid",Oil on tinplate,Fire at Night,goya_3_308goya.jpg,850,1148
http://www.wga.hu/art/g/goya/3/309goya.jpg,goya,"
,The Yard of a Madhouse,
1794,
Oil on tinplate, 43,8 x 31,7 cm,
Meadows Museum, Dallas,

",3,1794,,43,"Meadows Museum, Dallas","Oil on tinplate, ,8 x 31,7 cm",The Yard of a Madhouse,goya_3_309goya.jpg,900,1225
http://www.wga.hu/art/g/goya/3/310goya.jpg,goya,"
,Robbery,
c. 1794,
Oil on canvas, 69 x 107,5 cm,
Szépmûvészeti Múzeum, Budapest,

",3,c. 1794,,69 x 107,"Szépmûvészeti Múzeum, Budapest","Oil on canvas, ,5 cm",Robbery,goya_3_310goya.jpg,1254,800
http://www.wga.hu/art/g/goya/3/312goya.jpg,goya,"
,The Duchess of Alba,
1795,
Oil on canvas, 194 x 130 cm,
Collection of the Duchess of Alba, Madrid,

",3,1795,,194 x 130 cm,"Collection of the Duchess of Alba, Madrid",Oil on canvas,The Duchess of Alba,goya_3_312goya.jpg,801,1187
http://www.wga.hu/art/g/goya/3/313goya.jpg,goya,"
,The Duchess of Alba,
1795,
Oil on canvas, 194 x 130 cm,
Collection of the Duchess of Alba, Madrid,

",3,1795,,194 x 130 cm,"Collection of the Duchess of Alba, Madrid",Oil on canvas,The Duchess of Alba,goya_3_313goya.jpg,418,457
http://www.wga.hu/art/g/goya/3/314goya.jpg,goya,"
,Portrait of Francisco Bayeu,
c. 1795,
Oil on canvas, 112 x 84 cm,
Museo del Prado, Madrid,

",3,c. 1795,,112 x 84 cm,"Museo del Prado, Madrid",Oil on canvas,Portrait of Francisco Bayeu,goya_3_314goya.jpg,850,1187
http://www.wga.hu/art/g/goya/3/315goya.jpg,goya,"
,The Strolling Players,
1794-98,
Oil on tin plate, 43 x 32 cm,
Museo del Prado, Madrid,

",3,1794-98,,43 x 32 cm,"Museo del Prado, Madrid",Oil on tin plate,The Strolling Players,goya_3_315goya.jpg,950,1303
http://www.wga.hu/art/g/goya/2/201goya.jpg,goya,"
,Portrait of María Teresa de Vallabriga on Horseback,
1783,
Oil on canvas, 82,5 x 61,7 cm,
Galleria degli Uffizi, Florence,

",2,1783,,82,"Galleria degli Uffizi, Florence","Oil on canvas, ,5 x 61,7 cm",Portrait of María Teresa de Vallabriga on Horseback,goya_2_201goya.jpg,900,1200
http://www.wga.hu/art/g/goya/2/202goya.jpg,goya,"
,The Count of Floridablanca,
1783,
Oil on canvas, 262 x 166 cm,
Banco Urquijo, Madrid,

",2,1783,,262 x 166 cm,"Banco Urquijo, Madrid",Oil on canvas,The Count of Floridablanca,goya_2_202goya.jpg,820,1307
http://www.wga.hu/art/g/goya/2/203goya.jpg,goya,"
,The Family of the Infante Don Luis,
1783,
Oil on canvas, 248 x 330 cm,
Fondazione Magnani Rocca, Mamiano di Traversetolo,

",2,1783,,248 x 330 cm,"Fondazione Magnani Rocca, Mamiano di Traversetolo",Oil on canvas,The Family of the Infante Don Luis,goya_2_203goya.jpg,1184,900
http://www.wga.hu/art/g/goya/2/204goya.jpg,goya,"
,Portrait of the Wife of Juan Agustín Ceán Bermúdez,
c. 1785,
Oil on canvas, 121 x 84,5 cm,
Szépmûvészeti Múzeum, Budapest,

",2,c. 1785,,121 x 84,"Szépmûvészeti Múzeum, Budapest","Oil on canvas, ,5 cm",Portrait of the Wife of Juan Agustín Ceán Bermúdez,goya_2_204goya.jpg,800,1138
http://www.wga.hu/art/g/goya/2/206goya.jpg,goya,"
,Marqueza Pontejos,
c. 1786,
Oil on canvas, 212 x 126 cm,
National Gallery of Art, Washington,

",2,c. 1786,,212 x 126 cm,"National Gallery of Art, Washington",Oil on canvas,Marqueza Pontejos,goya_2_206goya.jpg,700,1164
http://www.wga.hu/art/g/goya/2/207goya.jpg,goya,"
,The Snowstorm,
1786-87,
Oil on canvas, 275 x 293 cm,
Museo del Prado, Madrid,

",2,1786-87,,275 x 293 cm,"Museo del Prado, Madrid",Oil on canvas,The Snowstorm,goya_2_207goya.jpg,1070,960
http://www.wga.hu/art/g/goya/2/208goya.jpg,goya,"
,The Injured Mason,
1786-87,
Oil on canvas, 268 x 110 cm,
Museo del Prado, Madrid,

",2,1786-87,,268 x 110 cm,"Museo del Prado, Madrid",Oil on canvas,The Injured Mason,goya_2_208goya.jpg,700,1417
http://www.wga.hu/art/g/goya/2/209goya.jpg,goya,"
,The Fall (La Caída),
1786-87,
Oil on canvas, 169 x 100 cm,
Private collection,

",2,1786-87,,169 x 100 cm,Private collection,Oil on canvas,The Fall (La Caída),goya_2_209goya.jpg,700,1215
http://www.wga.hu/art/g/goya/2/210goya.jpg,goya,"
,The Greasy Pole (La Cucana),
1786-87,
Oil on canvas, 169 x 88 cm,
Private collection,

",2,1786-87,,169 x 88 cm,Private collection,Oil on canvas,The Greasy Pole (La Cucana),goya_2_210goya.jpg,700,1391
http://www.wga.hu/art/g/goya/2/211goya.jpg,goya,"
,Charles III in Hunting Costume,
1786-88,
Oil on canvas, 210 x 127 cm,
Del Arco Collection, Madrid,

",2,1786-88,,210 x 127 cm,"Del Arco Collection, Madrid",Oil on canvas,Charles III in Hunting Costume,goya_2_211goya.jpg,498,800
http://www.wga.hu/art/g/goya/2/212goya.jpg,goya,"
,The Meadow of San Isidro on his Feast Day,
1788,
Oil on canvas, 44 x 94 cm,
Museo del Prado, Madrid,

",2,1788,,44 x 94 cm,"Museo del Prado, Madrid",Oil on canvas,The Meadow of San Isidro on his Feast Day,goya_2_212goya.jpg,1800,807
http://www.wga.hu/art/g/goya/2/213goya.jpg,goya,"
,Pilgrimage to the Church of San Isidro,
1788,
Oil on canvas, 42 x 44 cm,
Museo del Prado, Madrid,

",2,1788,,42 x 44 cm,"Museo del Prado, Madrid",Oil on canvas,Pilgrimage to the Church of San Isidro,goya_2_213goya.jpg,928,900
http://www.wga.hu/art/g/goya/2/214goya.jpg,goya,"
,Don Manuel Osorio Manrique de Zuñiga,
1788,
Oil on canvas, 127 x 101 cm,
Metropolitan Museum of Art, New York,

",2,1788,,127 x 101 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Don Manuel Osorio Manrique de Zuñiga,goya_2_214goya.jpg,1000,1350
http://www.wga.hu/art/g/goya/2/215goya.jpg,goya,"
,The Family of the Duke of Osuna,
c. 1788,
Oil on canvas, 225 x 174 cm,
Museo del Prado, Madrid,

",2,c. 1788,,225 x 174 cm,"Museo del Prado, Madrid",Oil on canvas,The Family of the Duke of Osuna,goya_2_215goya.jpg,910,1217
http://www.wga.hu/art/g/goya/2/216goya.jpg,goya,"
,Picnic,
1788,
Oil on canvas, 41x 26 cm,
National Gallery, London,

",2,1788,,41x 26 cm,"National Gallery, London",Oil on canvas,Picnic,goya_2_216goya.jpg,750,1183
http://www.wga.hu/art/g/goya/2/217goya.jpg,goya,"
,Blind Man's Buff,
1788-89,
Oil on canvas, 269 x 350 cm,
Museo del Prado, Madrid,

",2,1788-89,,269 x 350 cm,"Museo del Prado, Madrid",Oil on canvas,Blind Man's Buff,goya_2_217goya.jpg,1038,1014
http://www.wga.hu/art/g/goya/2/218goya.jpg,goya,"
,Witches' Sabbath,
1789,
Oil on canvas, 43 x 30 cm,
Museo Lázaro Galdiano, Madrid,

",2,1789,,43 x 30 cm,"Museo Lázaro Galdiano, Madrid",Oil on canvas,Witches' Sabbath,goya_2_218goya.jpg,809,1117
http://www.wga.hu/art/g/goya/1/11goya.jpg,goya,"
,Self-Portrait,
1771-75,
Oil on canvas, 58 x 44 cm,
Private collection,

",1,1771-75,,58 x 44 cm,Private collection,Oil on canvas,Self-Portrait,goya_1_11goya.jpg,658,909
http://www.wga.hu/art/g/goya/1/12goya.jpg,goya,"
,The Quail Shoot,
1775,
Oil on canvas, 290 x 226 cm,
Museo del Prado, Madrid,

",1,1775,,290 x 226 cm,"Museo del Prado, Madrid",Oil on canvas,The Quail Shoot,goya_1_12goya.jpg,900,1169
http://www.wga.hu/art/g/goya/1/13goya.jpg,goya,"
,The Parasol,
1776-78,
Oil on canvas, 104 x 152 cm,
Museo del Prado, Madrid,

",1,1776-78,,104 x 152 cm,"Museo del Prado, Madrid",Oil on canvas,The Parasol,goya_1_13goya.jpg,1202,830
http://www.wga.hu/art/g/goya/1/14goya.jpg,goya,"
,A Walk in Andalusia,
1777,
Oil on canvas, 275 x 190 cm,
Museo del Prado, Madrid,

",1,1777,,275 x 190 cm,"Museo del Prado, Madrid",Oil on canvas,A Walk in Andalusia,goya_1_14goya.jpg,874,1250
http://www.wga.hu/art/g/goya/1/15goya.jpg,goya,"
,Dance of the Majos at the Banks of Manzanares,
1777,
Oil on canvas, 272 x 295 cm,
Museo del Prado, Madrid,

",1,1777,,272 x 295 cm,"Museo del Prado, Madrid",Oil on canvas,Dance of the Majos at the Banks of Manzanares,goya_1_15goya.jpg,1030,940
http://www.wga.hu/art/g/goya/1/16goya.jpg,goya,"
,The Crockery Vendor,
1779,
Oil on canvas, 259 x 220 cm,
Museo del Prado, Madrid,

",1,1779,,259 x 220 cm,"Museo del Prado, Madrid",Oil on canvas,The Crockery Vendor,goya_1_16goya.jpg,920,1081
http://www.wga.hu/art/g/goya/1/17goya.jpg,goya,"
,Fight with a Young Bull,
c. 1780,
Oil on canvas, 259 x 136 cm,
Museo del Prado, Madrid,

",1,c. 1780,,259 x 136 cm,"Museo del Prado, Madrid",Oil on canvas,Fight with a Young Bull,goya_1_17goya.jpg,720,1366
http://www.wga.hu/art/g/goya/1/18goya.jpg,goya,"
,The Holy Family,
c. 1780,
Oil on canvas, 200 x 148 cm,
Museo del Prado, Madrid,

",1,c. 1780,,200 x 148 cm,"Museo del Prado, Madrid",Oil on canvas,The Holy Family,goya_1_18goya.jpg,700,818
http://www.wga.hu/art/c/cezanne/5/1variou1.jpg,cezanne,"
,In the Grounds of Château Noir,
c. 1900,
Oil on canvas, 93 x 74 cm,
National Gallery, London,

",5,c. 1900,,93 x 74 cm,"National Gallery, London",Oil on canvas,In the Grounds of Château Noir,cezanne_5_1variou1.jpg,1000,1306
http://www.wga.hu/art/c/cezanne/5/1variou2.jpg,cezanne,"
,Blue Landscape,
1904-06,
Oil on canvas, 101 x 81 cm,
The Hermitage, St. Petersburg,

",5,1904-06,,101 x 81 cm,"The Hermitage, St. Petersburg",Oil on canvas,Blue Landscape,cezanne_5_1variou2.jpg,1000,1238
http://www.wga.hu/art/c/cezanne/5/1variou3.jpg,cezanne,"
,Still-Life with Apples and Peaches,
c. 1905,
Oil on canvas, 81 x 100 cm,
National Gallery of Art, Washington,

",5,c. 1905,,81 x 100 cm,"National Gallery of Art, Washington",Oil on canvas,Still-Life with Apples and Peaches,cezanne_5_1variou3.jpg,1225,1000
http://www.wga.hu/art/c/cezanne/5/3victor0.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Bibémus,
1898-1900,
Oil on canvas, 65 x 81 cm,
Baltimore Museum of Art, Baltimore,

",5,1898-1900,,65 x 81 cm,"Baltimore Museum of Art, Baltimore",Oil on canvas,Mont Sainte-Victoire Seen from Bibémus,cezanne_5_3victor0.jpg,1229,1000
http://www.wga.hu/art/c/cezanne/5/3victor1.jpg,cezanne,"
,Mont Sainte-Victoire and Château Noir,
1904-06,
Oil on canvas, 66 x 81 cm,
Bridgestone Museum of Art, Tokyo,

",5,1904-06,,66 x 81 cm,"Bridgestone Museum of Art, Tokyo",Oil on canvas,Mont Sainte-Victoire and Château Noir,cezanne_5_3victor1.jpg,1305,1100
http://www.wga.hu/art/c/cezanne/5/3victor2.jpg,cezanne,"
,Mont Sainte-Victoire,
1904-06,
Oil on canvas, 73 x 92 cm,
Museum of Art, Philadelphia,

",5,1904-06,,73 x 92 cm,"Museum of Art, Philadelphia",Oil on canvas,Mont Sainte-Victoire,cezanne_5_3victor2.jpg,1352,1000
http://www.wga.hu/art/c/cezanne/5/3victor3.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Les Lauves,
1904-06,
Oil on canvas, 74 x 82 cm,
Nelson-Atkins Museum of Art, Kansas City,

",5,1904-06,,74 x 82 cm,"Nelson-Atkins Museum of Art, Kansas City",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves,cezanne_5_3victor3.jpg,1222,1000
http://www.wga.hu/art/c/cezanne/5/3victor4.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Les Lauves,
1904-06,
Oil on canvas, 74 x 82 cm,
Kunstmuseum, Basel,

",5,1904-06,,74 x 82 cm,"Kunstmuseum, Basel",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves,cezanne_5_3victor4.jpg,1208,1000
http://www.wga.hu/art/c/cezanne/5/3victor5.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Les Lauves,
1904-06,
Oil on canvas, 65 x 81 cm,
Kunsthaus, Zurich,

",5,1904-06,,65 x 81 cm,"Kunsthaus, Zurich",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves,cezanne_5_3victor5.jpg,1301,1000
http://www.wga.hu/art/c/cezanne/5/3victor6.jpg,cezanne,"
,Mont Sainte-Victoire,
1902-06,
Oil on canvas, 65 x 81 cm,
Museum of Art, Philadelphia,

",5,1902-06,,65 x 81 cm,"Museum of Art, Philadelphia",Oil on canvas,Mont Sainte-Victoire,cezanne_5_3victor6.jpg,1238,1000
http://www.wga.hu/art/c/cezanne/5/4bather1.jpg,cezanne,"
,The Large Bathers,
1900-05,
Oil on canvas, 133 x 207 cm,
The Barnes Foundation, Merion,

",5,1900-05,,133 x 207 cm,"The Barnes Foundation, Merion",Oil on canvas,The Large Bathers,cezanne_5_4bather1.jpg,1642,1000
http://www.wga.hu/art/c/cezanne/5/4bather2.jpg,cezanne,"
,The Large Bathers,
1900-05,
Oil on canvas, 130 x 195 cm,
National Gallery, London,

",5,1900-05,,130 x 195 cm,"National Gallery, London",Oil on canvas,The Large Bathers,cezanne_5_4bather2.jpg,1583,1100
http://www.wga.hu/art/c/cezanne/5/4bather3.jpg,cezanne,"
,The Large Bathers,
1898-1905,
Oil on canvas, 208 x 249 cm,
Museum of Art, Philadelphia,

",5,1898-1905,,208 x 249 cm,"Museum of Art, Philadelphia",Oil on canvas,The Large Bathers,cezanne_5_4bather3.jpg,1316,1100
