,painting_url,short_name,painting_info_detail,period_code,creation_date,creation_place,dimension,exibit_place,technique,title,creation_date,creation_place,dimension,exibit_place,technique,title
519,http://www.wga.hu/art/g/goya/3/309goya.jpg,goya,"
,The Yard of a Madhouse,
1794,
Oil on tinplate, 43,8 x 31,7 cm,
Meadows Museum, Dallas,

",3,1794,,43,"Meadows Museum, Dallas","Oil on tinplate, ,8 x 31,7 cm",The Yard of a Madhouse,1794,,43,"Meadows Museum, Dallas","Oil on tinplate, ,8 x 31,7 cm",The Yard of a Madhouse
520,http://www.wga.hu/art/g/goya/3/310goya.jpg,goya,"
,Robbery,
c. 1794,
Oil on canvas, 69 x 107,5 cm,
Szépmûvészeti Múzeum, Budapest,

",3,c. 1794,,69 x 107,"Szépmûvészeti Múzeum, Budapest","Oil on canvas, ,5 cm",Robbery,c. 1794,,69 x 107,"Szépmûvészeti Múzeum, Budapest","Oil on canvas, ,5 cm",Robbery
521,http://www.wga.hu/art/g/goya/3/312goya.jpg,goya,"
,The Duchess of Alba,
1795,
Oil on canvas, 194 x 130 cm,
Collection of the Duchess of Alba, Madrid,

",3,1795,,194 x 130 cm,"Collection of the Duchess of Alba, Madrid",Oil on canvas,The Duchess of Alba,1795,,194 x 130 cm,"Collection of the Duchess of Alba, Madrid",Oil on canvas,The Duchess of Alba
522,http://www.wga.hu/art/g/goya/3/313goya.jpg,goya,"
,The Duchess of Alba,
1795,
Oil on canvas, 194 x 130 cm,
Collection of the Duchess of Alba, Madrid,

",3,1795,,194 x 130 cm,"Collection of the Duchess of Alba, Madrid",Oil on canvas,The Duchess of Alba,1795,,194 x 130 cm,"Collection of the Duchess of Alba, Madrid",Oil on canvas,The Duchess of Alba
523,http://www.wga.hu/art/g/goya/3/314goya.jpg,goya,"
,Portrait of Francisco Bayeu,
c. 1795,
Oil on canvas, 112 x 84 cm,
Museo del Prado, Madrid,

",3,c. 1795,,112 x 84 cm,"Museo del Prado, Madrid",Oil on canvas,Portrait of Francisco Bayeu,c. 1795,,112 x 84 cm,"Museo del Prado, Madrid",Oil on canvas,Portrait of Francisco Bayeu
524,http://www.wga.hu/art/g/goya/3/315goya.jpg,goya,"
,The Strolling Players,
1794-98,
Oil on tin plate, 43 x 32 cm,
Museo del Prado, Madrid,

",3,1794-98,,43 x 32 cm,"Museo del Prado, Madrid",Oil on tin plate,The Strolling Players,1794-98,,43 x 32 cm,"Museo del Prado, Madrid",Oil on tin plate,The Strolling Players
525,http://www.wga.hu/art/g/goya/2/201goya.jpg,goya,"
,Portrait of María Teresa de Vallabriga on Horseback,
1783,
Oil on canvas, 82,5 x 61,7 cm,
Galleria degli Uffizi, Florence,

",2,1783,,82,"Galleria degli Uffizi, Florence","Oil on canvas, ,5 x 61,7 cm",Portrait of María Teresa de Vallabriga on Horseback,1783,,82,"Galleria degli Uffizi, Florence","Oil on canvas, ,5 x 61,7 cm",Portrait of María Teresa de Vallabriga on Horseback
526,http://www.wga.hu/art/g/goya/2/202goya.jpg,goya,"
,The Count of Floridablanca,
1783,
Oil on canvas, 262 x 166 cm,
Banco Urquijo, Madrid,

",2,1783,,262 x 166 cm,"Banco Urquijo, Madrid",Oil on canvas,The Count of Floridablanca,1783,,262 x 166 cm,"Banco Urquijo, Madrid",Oil on canvas,The Count of Floridablanca
527,http://www.wga.hu/art/g/goya/2/203goya.jpg,goya,"
,The Family of the Infante Don Luis,
1783,
Oil on canvas, 248 x 330 cm,
Fondazione Magnani Rocca, Mamiano di Traversetolo,

",2,1783,,248 x 330 cm,"Fondazione Magnani Rocca, Mamiano di Traversetolo",Oil on canvas,The Family of the Infante Don Luis,1783,,248 x 330 cm,"Fondazione Magnani Rocca, Mamiano di Traversetolo",Oil on canvas,The Family of the Infante Don Luis
528,http://www.wga.hu/art/g/goya/2/204goya.jpg,goya,"
,Portrait of the Wife of Juan Agustín Ceán Bermúdez,
c. 1785,
Oil on canvas, 121 x 84,5 cm,
Szépmûvészeti Múzeum, Budapest,

",2,c. 1785,,121 x 84,"Szépmûvészeti Múzeum, Budapest","Oil on canvas, ,5 cm",Portrait of the Wife of Juan Agustín Ceán Bermúdez,c. 1785,,121 x 84,"Szépmûvészeti Múzeum, Budapest","Oil on canvas, ,5 cm",Portrait of the Wife of Juan Agustín Ceán Bermúdez
529,http://www.wga.hu/art/g/goya/2/206goya.jpg,goya,"
,Marqueza Pontejos,
c. 1786,
Oil on canvas, 212 x 126 cm,
National Gallery of Art, Washington,

",2,c. 1786,,212 x 126 cm,"National Gallery of Art, Washington",Oil on canvas,Marqueza Pontejos,c. 1786,,212 x 126 cm,"National Gallery of Art, Washington",Oil on canvas,Marqueza Pontejos
530,http://www.wga.hu/art/g/goya/2/207goya.jpg,goya,"
,The Snowstorm,
1786-87,
Oil on canvas, 275 x 293 cm,
Museo del Prado, Madrid,

",2,1786-87,,275 x 293 cm,"Museo del Prado, Madrid",Oil on canvas,The Snowstorm,1786-87,,275 x 293 cm,"Museo del Prado, Madrid",Oil on canvas,The Snowstorm
531,http://www.wga.hu/art/g/goya/2/208goya.jpg,goya,"
,The Injured Mason,
1786-87,
Oil on canvas, 268 x 110 cm,
Museo del Prado, Madrid,

",2,1786-87,,268 x 110 cm,"Museo del Prado, Madrid",Oil on canvas,The Injured Mason,1786-87,,268 x 110 cm,"Museo del Prado, Madrid",Oil on canvas,The Injured Mason
532,http://www.wga.hu/art/g/goya/2/209goya.jpg,goya,"
,The Fall (La Caída),
1786-87,
Oil on canvas, 169 x 100 cm,
Private collection,

",2,1786-87,,169 x 100 cm,Private collection,Oil on canvas,The Fall (La Caída),1786-87,,169 x 100 cm,Private collection,Oil on canvas,The Fall (La Caída)
533,http://www.wga.hu/art/g/goya/2/210goya.jpg,goya,"
,The Greasy Pole (La Cucana),
1786-87,
Oil on canvas, 169 x 88 cm,
Private collection,

",2,1786-87,,169 x 88 cm,Private collection,Oil on canvas,The Greasy Pole (La Cucana),1786-87,,169 x 88 cm,Private collection,Oil on canvas,The Greasy Pole (La Cucana)
534,http://www.wga.hu/art/g/goya/2/211goya.jpg,goya,"
,Charles III in Hunting Costume,
1786-88,
Oil on canvas, 210 x 127 cm,
Del Arco Collection, Madrid,

",2,1786-88,,210 x 127 cm,"Del Arco Collection, Madrid",Oil on canvas,Charles III in Hunting Costume,1786-88,,210 x 127 cm,"Del Arco Collection, Madrid",Oil on canvas,Charles III in Hunting Costume
535,http://www.wga.hu/art/g/goya/2/212goya.jpg,goya,"
,The Meadow of San Isidro on his Feast Day,
1788,
Oil on canvas, 44 x 94 cm,
Museo del Prado, Madrid,

",2,1788,,44 x 94 cm,"Museo del Prado, Madrid",Oil on canvas,The Meadow of San Isidro on his Feast Day,1788,,44 x 94 cm,"Museo del Prado, Madrid",Oil on canvas,The Meadow of San Isidro on his Feast Day
536,http://www.wga.hu/art/g/goya/2/213goya.jpg,goya,"
,Pilgrimage to the Church of San Isidro,
1788,
Oil on canvas, 42 x 44 cm,
Museo del Prado, Madrid,

",2,1788,,42 x 44 cm,"Museo del Prado, Madrid",Oil on canvas,Pilgrimage to the Church of San Isidro,1788,,42 x 44 cm,"Museo del Prado, Madrid",Oil on canvas,Pilgrimage to the Church of San Isidro
537,http://www.wga.hu/art/g/goya/2/214goya.jpg,goya,"
,Don Manuel Osorio Manrique de Zuñiga,
1788,
Oil on canvas, 127 x 101 cm,
Metropolitan Museum of Art, New York,

",2,1788,,127 x 101 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Don Manuel Osorio Manrique de Zuñiga,1788,,127 x 101 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Don Manuel Osorio Manrique de Zuñiga
538,http://www.wga.hu/art/g/goya/2/215goya.jpg,goya,"
,The Family of the Duke of Osuna,
c. 1788,
Oil on canvas, 225 x 174 cm,
Museo del Prado, Madrid,

",2,c. 1788,,225 x 174 cm,"Museo del Prado, Madrid",Oil on canvas,The Family of the Duke of Osuna,c. 1788,,225 x 174 cm,"Museo del Prado, Madrid",Oil on canvas,The Family of the Duke of Osuna
539,http://www.wga.hu/art/g/goya/2/216goya.jpg,goya,"
,Picnic,
1788,
Oil on canvas, 41x 26 cm,
National Gallery, London,

",2,1788,,41x 26 cm,"National Gallery, London",Oil on canvas,Picnic,1788,,41x 26 cm,"National Gallery, London",Oil on canvas,Picnic
540,http://www.wga.hu/art/g/goya/2/217goya.jpg,goya,"
,Blind Man's Buff,
1788-89,
Oil on canvas, 269 x 350 cm,
Museo del Prado, Madrid,

",2,1788-89,,269 x 350 cm,"Museo del Prado, Madrid",Oil on canvas,Blind Man's Buff,1788-89,,269 x 350 cm,"Museo del Prado, Madrid",Oil on canvas,Blind Man's Buff
541,http://www.wga.hu/art/g/goya/2/218goya.jpg,goya,"
,Witches' Sabbath,
1789,
Oil on canvas, 43 x 30 cm,
Museo Lázaro Galdiano, Madrid,

",2,1789,,43 x 30 cm,"Museo Lázaro Galdiano, Madrid",Oil on canvas,Witches' Sabbath,1789,,43 x 30 cm,"Museo Lázaro Galdiano, Madrid",Oil on canvas,Witches' Sabbath
542,http://www.wga.hu/art/g/goya/1/11goya.jpg,goya,"
,Self-Portrait,
1771-75,
Oil on canvas, 58 x 44 cm,
Private collection,

",1,1771-75,,58 x 44 cm,Private collection,Oil on canvas,Self-Portrait,1771-75,,58 x 44 cm,Private collection,Oil on canvas,Self-Portrait
543,http://www.wga.hu/art/g/goya/1/12goya.jpg,goya,"
,The Quail Shoot,
1775,
Oil on canvas, 290 x 226 cm,
Museo del Prado, Madrid,

",1,1775,,290 x 226 cm,"Museo del Prado, Madrid",Oil on canvas,The Quail Shoot,1775,,290 x 226 cm,"Museo del Prado, Madrid",Oil on canvas,The Quail Shoot
544,http://www.wga.hu/art/g/goya/1/13goya.jpg,goya,"
,The Parasol,
1776-78,
Oil on canvas, 104 x 152 cm,
Museo del Prado, Madrid,

",1,1776-78,,104 x 152 cm,"Museo del Prado, Madrid",Oil on canvas,The Parasol,1776-78,,104 x 152 cm,"Museo del Prado, Madrid",Oil on canvas,The Parasol
545,http://www.wga.hu/art/g/goya/1/14goya.jpg,goya,"
,A Walk in Andalusia,
1777,
Oil on canvas, 275 x 190 cm,
Museo del Prado, Madrid,

",1,1777,,275 x 190 cm,"Museo del Prado, Madrid",Oil on canvas,A Walk in Andalusia,1777,,275 x 190 cm,"Museo del Prado, Madrid",Oil on canvas,A Walk in Andalusia
546,http://www.wga.hu/art/g/goya/1/15goya.jpg,goya,"
,Dance of the Majos at the Banks of Manzanares,
1777,
Oil on canvas, 272 x 295 cm,
Museo del Prado, Madrid,

",1,1777,,272 x 295 cm,"Museo del Prado, Madrid",Oil on canvas,Dance of the Majos at the Banks of Manzanares,1777,,272 x 295 cm,"Museo del Prado, Madrid",Oil on canvas,Dance of the Majos at the Banks of Manzanares
547,http://www.wga.hu/art/g/goya/1/16goya.jpg,goya,"
,The Crockery Vendor,
1779,
Oil on canvas, 259 x 220 cm,
Museo del Prado, Madrid,

",1,1779,,259 x 220 cm,"Museo del Prado, Madrid",Oil on canvas,The Crockery Vendor,1779,,259 x 220 cm,"Museo del Prado, Madrid",Oil on canvas,The Crockery Vendor
548,http://www.wga.hu/art/g/goya/1/17goya.jpg,goya,"
,Fight with a Young Bull,
c. 1780,
Oil on canvas, 259 x 136 cm,
Museo del Prado, Madrid,

",1,c. 1780,,259 x 136 cm,"Museo del Prado, Madrid",Oil on canvas,Fight with a Young Bull,c. 1780,,259 x 136 cm,"Museo del Prado, Madrid",Oil on canvas,Fight with a Young Bull
549,http://www.wga.hu/art/g/goya/1/18goya.jpg,goya,"
,The Holy Family,
c. 1780,
Oil on canvas, 200 x 148 cm,
Museo del Prado, Madrid,

",1,c. 1780,,200 x 148 cm,"Museo del Prado, Madrid",Oil on canvas,The Holy Family,c. 1780,,200 x 148 cm,"Museo del Prado, Madrid",Oil on canvas,The Holy Family
550,http://www.wga.hu/art/c/cezanne/5/1variou1.jpg,cezanne,"
,In the Grounds of Château Noir,
c. 1900,
Oil on canvas, 93 x 74 cm,
National Gallery, London,

",5,c. 1900,,93 x 74 cm,"National Gallery, London",Oil on canvas,In the Grounds of Château Noir,c. 1900,,93 x 74 cm,"National Gallery, London",Oil on canvas,In the Grounds of Château Noir
551,http://www.wga.hu/art/c/cezanne/5/1variou2.jpg,cezanne,"
,Blue Landscape,
1904-06,
Oil on canvas, 101 x 81 cm,
The Hermitage, St. Petersburg,

",5,1904-06,,101 x 81 cm,"The Hermitage, St. Petersburg",Oil on canvas,Blue Landscape,1904-06,,101 x 81 cm,"The Hermitage, St. Petersburg",Oil on canvas,Blue Landscape
552,http://www.wga.hu/art/c/cezanne/5/1variou3.jpg,cezanne,"
,Still-Life with Apples and Peaches,
c. 1905,
Oil on canvas, 81 x 100 cm,
National Gallery of Art, Washington,

",5,c. 1905,,81 x 100 cm,"National Gallery of Art, Washington",Oil on canvas,Still-Life with Apples and Peaches,c. 1905,,81 x 100 cm,"National Gallery of Art, Washington",Oil on canvas,Still-Life with Apples and Peaches
553,http://www.wga.hu/art/c/cezanne/5/3victor0.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Bibémus,
1898-1900,
Oil on canvas, 65 x 81 cm,
Baltimore Museum of Art, Baltimore,

",5,1898-1900,,65 x 81 cm,"Baltimore Museum of Art, Baltimore",Oil on canvas,Mont Sainte-Victoire Seen from Bibémus,1898-1900,,65 x 81 cm,"Baltimore Museum of Art, Baltimore",Oil on canvas,Mont Sainte-Victoire Seen from Bibémus
554,http://www.wga.hu/art/c/cezanne/5/3victor1.jpg,cezanne,"
,Mont Sainte-Victoire and Château Noir,
1904-06,
Oil on canvas, 66 x 81 cm,
Bridgestone Museum of Art, Tokyo,

",5,1904-06,,66 x 81 cm,"Bridgestone Museum of Art, Tokyo",Oil on canvas,Mont Sainte-Victoire and Château Noir,1904-06,,66 x 81 cm,"Bridgestone Museum of Art, Tokyo",Oil on canvas,Mont Sainte-Victoire and Château Noir
555,http://www.wga.hu/art/c/cezanne/5/3victor2.jpg,cezanne,"
,Mont Sainte-Victoire,
1904-06,
Oil on canvas, 73 x 92 cm,
Museum of Art, Philadelphia,

",5,1904-06,,73 x 92 cm,"Museum of Art, Philadelphia",Oil on canvas,Mont Sainte-Victoire,1904-06,,73 x 92 cm,"Museum of Art, Philadelphia",Oil on canvas,Mont Sainte-Victoire
556,http://www.wga.hu/art/c/cezanne/5/3victor3.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Les Lauves,
1904-06,
Oil on canvas, 74 x 82 cm,
Nelson-Atkins Museum of Art, Kansas City,

",5,1904-06,,74 x 82 cm,"Nelson-Atkins Museum of Art, Kansas City",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves,1904-06,,74 x 82 cm,"Nelson-Atkins Museum of Art, Kansas City",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves
557,http://www.wga.hu/art/c/cezanne/5/3victor4.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Les Lauves,
1904-06,
Oil on canvas, 74 x 82 cm,
Kunstmuseum, Basel,

",5,1904-06,,74 x 82 cm,"Kunstmuseum, Basel",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves,1904-06,,74 x 82 cm,"Kunstmuseum, Basel",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves
558,http://www.wga.hu/art/c/cezanne/5/3victor5.jpg,cezanne,"
,Mont Sainte-Victoire Seen from Les Lauves,
1904-06,
Oil on canvas, 65 x 81 cm,
Kunsthaus, Zurich,

",5,1904-06,,65 x 81 cm,"Kunsthaus, Zurich",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves,1904-06,,65 x 81 cm,"Kunsthaus, Zurich",Oil on canvas,Mont Sainte-Victoire Seen from Les Lauves
559,http://www.wga.hu/art/c/cezanne/5/3victor6.jpg,cezanne,"
,Mont Sainte-Victoire,
1902-06,
Oil on canvas, 65 x 81 cm,
Museum of Art, Philadelphia,

",5,1902-06,,65 x 81 cm,"Museum of Art, Philadelphia",Oil on canvas,Mont Sainte-Victoire,1902-06,,65 x 81 cm,"Museum of Art, Philadelphia",Oil on canvas,Mont Sainte-Victoire
560,http://www.wga.hu/art/c/cezanne/5/4bather1.jpg,cezanne,"
,The Large Bathers,
1900-05,
Oil on canvas, 133 x 207 cm,
The Barnes Foundation, Merion,

",5,1900-05,,133 x 207 cm,"The Barnes Foundation, Merion",Oil on canvas,The Large Bathers,1900-05,,133 x 207 cm,"The Barnes Foundation, Merion",Oil on canvas,The Large Bathers
561,http://www.wga.hu/art/c/cezanne/5/4bather2.jpg,cezanne,"
,The Large Bathers,
1900-05,
Oil on canvas, 130 x 195 cm,
National Gallery, London,

",5,1900-05,,130 x 195 cm,"National Gallery, London",Oil on canvas,The Large Bathers,1900-05,,130 x 195 cm,"National Gallery, London",Oil on canvas,The Large Bathers
562,http://www.wga.hu/art/c/cezanne/5/4bather3.jpg,cezanne,"
,The Large Bathers,
1898-1905,
Oil on canvas, 208 x 249 cm,
Museum of Art, Philadelphia,

",5,1898-1905,,208 x 249 cm,"Museum of Art, Philadelphia",Oil on canvas,The Large Bathers,1898-1905,,208 x 249 cm,"Museum of Art, Philadelphia",Oil on canvas,The Large Bathers
563,http://www.wga.hu/art/c/cezanne/5/5portra1.jpg,cezanne,"
,Portrait of a Farmer,
1901-06,
Oil on canvas, 65 x 54 cm,
Museo Thyssen-Bornemisza, Madrid,

",5,1901-06,,65 x 54 cm,"Museo Thyssen-Bornemisza, Madrid",Oil on canvas,Portrait of a Farmer,1901-06,,65 x 54 cm,"Museo Thyssen-Bornemisza, Madrid",Oil on canvas,Portrait of a Farmer
564,http://www.wga.hu/art/c/cezanne/5/5portra2.jpg,cezanne,"
,Lady in Blue,
c. 1900,
Oil on canvas, 90 x 74 cm,
The Hermitage, St. Petersburg,

",5,c. 1900,,90 x 74 cm,"The Hermitage, St. Petersburg",Oil on canvas,Lady in Blue,c. 1900,,90 x 74 cm,"The Hermitage, St. Petersburg",Oil on canvas,Lady in Blue
565,http://www.wga.hu/art/c/cezanne/5/5portra3.jpg,cezanne,"
,The Gardener,
1902-06,
Oil on canvas, 63 x 52 cm,
Tate Gallery, London,

",5,1902-06,,63 x 52 cm,"Tate Gallery, London",Oil on canvas,The Gardener,1902-06,,63 x 52 cm,"Tate Gallery, London",Oil on canvas,The Gardener
566,http://www.wga.hu/art/c/cezanne/4/1bather1.jpg,cezanne,"
,Bathers,
1890-92,
Oil on canvas, 60 x 82 cm,
Musée d'Orsay, Paris,

",4,1890-92,,60 x 82 cm,"Musée d'Orsay, Paris",Oil on canvas,Bathers,1890-92,,60 x 82 cm,"Musée d'Orsay, Paris",Oil on canvas,Bathers
567,http://www.wga.hu/art/c/cezanne/4/1bather2.jpg,cezanne,"
,Bathers,
1892-94,
Oil on canvas, 27 x 41 cm,
Pushkin Museum, Moscow,

",4,1892-94,,27 x 41 cm,"Pushkin Museum, Moscow",Oil on canvas,Bathers,1892-94,,27 x 41 cm,"Pushkin Museum, Moscow",Oil on canvas,Bathers
568,http://www.wga.hu/art/c/cezanne/4/2figure1.jpg,cezanne,"
,The Card Players,
1890-92,
Oil on canvas, 48 x 57 cm,
Musée d'Orsay, Paris,

",4,1890-92,,48 x 57 cm,"Musée d'Orsay, Paris",Oil on canvas,The Card Players,1890-92,,48 x 57 cm,"Musée d'Orsay, Paris",Oil on canvas,The Card Players
569,http://www.wga.hu/art/c/cezanne/4/2figure2.jpg,cezanne,"
,Card Players,
1892-93,
Oil on canvas, 65 x 81 cm,
Metropolitan Museum of Art, New York,

",4,1892-93,,65 x 81 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Card Players,1892-93,,65 x 81 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Card Players
570,http://www.wga.hu/art/c/cezanne/4/2figure3.jpg,cezanne,"
,Man Smoking a Pipe,
1892,
Oil on canvas, 93 x 74 cm,
The Hermitage, St. Petersburg,

",4,1892,,93 x 74 cm,"The Hermitage, St. Petersburg",Oil on canvas,Man Smoking a Pipe,1892,,93 x 74 cm,"The Hermitage, St. Petersburg",Oil on canvas,Man Smoking a Pipe
571,http://www.wga.hu/art/c/cezanne/4/2figure4.jpg,cezanne,"
,Self-Portrait in a Felt Hat,
1890-95,
Oil on canvas, 61 x 50 cm,
Bridgestone Museum of Art, Tokyo,

",4,1890-95,,61 x 50 cm,"Bridgestone Museum of Art, Tokyo",Oil on canvas,Self-Portrait in a Felt Hat,1890-95,,61 x 50 cm,"Bridgestone Museum of Art, Tokyo",Oil on canvas,Self-Portrait in a Felt Hat
572,http://www.wga.hu/art/c/cezanne/4/2figure5.jpg,cezanne,"
,Portrait of Ambroise Vollard,
1899,
Oil on canvas, 100 x 80 cm,
Musée du Petit Palais, Paris,

",4,1899,,100 x 80 cm,"Musée du Petit Palais, Paris",Oil on canvas,Portrait of Ambroise Vollard,1899,,100 x 80 cm,"Musée du Petit Palais, Paris",Oil on canvas,Portrait of Ambroise Vollard
573,http://www.wga.hu/art/c/cezanne/4/3lands01.jpg,cezanne,"
,Mont Sainte-Victoire,
1890-94,
Oil on canvas, 54 x 65 cm,
National Gallery of Scotland, Edinburgh,

",4,1890-94,,54 x 65 cm,"National Gallery of Scotland, Edinburgh",Oil on canvas,Mont Sainte-Victoire,1890-94,,54 x 65 cm,"National Gallery of Scotland, Edinburgh",Oil on canvas,Mont Sainte-Victoire
574,http://www.wga.hu/art/c/cezanne/4/3lands02.jpg,cezanne,"
,The House with the Cracked Walls,
1892-94,
Oil on canvas, 80 x 64 cm,
Metropolitan Museum of Art, New York,

",4,1892-94,,80 x 64 cm,"Metropolitan Museum of Art, New York",Oil on canvas,The House with the Cracked Walls,1892-94,,80 x 64 cm,"Metropolitan Museum of Art, New York",Oil on canvas,The House with the Cracked Walls
575,http://www.wga.hu/art/c/cezanne/4/3lands03.jpg,cezanne,"
,Rocks in the Forest,
c. 1893,
Oil on canvas, 73 x 92 cm,
Metropolitan Museum of Art, New York,

",4,c. 1893,,73 x 92 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Rocks in the Forest,c. 1893,,73 x 92 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Rocks in the Forest
576,http://www.wga.hu/art/c/cezanne/4/3lands04.jpg,cezanne,"
,View of Château Noir,
1894-96,
Oil on canvas, 73 x 92 cm,
National Gallery of Art, Washington,

",4,1894-96,,73 x 92 cm,"National Gallery of Art, Washington",Oil on canvas,View of Château Noir,1894-96,,73 x 92 cm,"National Gallery of Art, Washington",Oil on canvas,View of Château Noir
577,http://www.wga.hu/art/c/cezanne/4/3lands05.jpg,cezanne,"
,Lake Annecy,
1896,
Oil on canvas, 64 x 79 cm,
Courtauld Gallery, London,

",4,1896,,64 x 79 cm,"Courtauld Gallery, London",Oil on canvas,Lake Annecy,1896,,64 x 79 cm,"Courtauld Gallery, London",Oil on canvas,Lake Annecy
578,http://www.wga.hu/art/c/cezanne/4/3lands06.jpg,cezanne,"
,Large Pine near Aix,
1895-97,
Oil on canvas, 72 x 91 cm,
The Hermitage, St. Petersburg,

",4,1895-97,,72 x 91 cm,"The Hermitage, St. Petersburg",Oil on canvas,Large Pine near Aix,1895-97,,72 x 91 cm,"The Hermitage, St. Petersburg",Oil on canvas,Large Pine near Aix
579,http://www.wga.hu/art/c/cezanne/4/3lands07.jpg,cezanne,"
,Mont Sainte-Victoire,
1897,
Oil on canvas, 54 x 81 cm,
Walters Art Museum, Baltimore,

",4,1897,,54 x 81 cm,"Walters Art Museum, Baltimore",Oil on canvas,Mont Sainte-Victoire,1897,,54 x 81 cm,"Walters Art Museum, Baltimore",Oil on canvas,Mont Sainte-Victoire
580,http://www.wga.hu/art/c/cezanne/4/3lands08.jpg,cezanne,"
,Turning Road at Montgeroult,
1898,
Oil on canvas, 81 x 66 cm,
Museum of Modern Art, New York,

",4,1898,,81 x 66 cm,"Museum of Modern Art, New York",Oil on canvas,Turning Road at Montgeroult,1898,,81 x 66 cm,"Museum of Modern Art, New York",Oil on canvas,Turning Road at Montgeroult
581,http://www.wga.hu/art/c/cezanne/4/3lands09.jpg,cezanne,"
,The Mill,
1898-1900,
Oil on canvas, 73 x 92 cm,
Museum of Art, Philadelphia,

",4,1898-1900,,73 x 92 cm,"Museum of Art, Philadelphia",Oil on canvas,The Mill,1898-1900,,73 x 92 cm,"Museum of Art, Philadelphia",Oil on canvas,The Mill
582,http://www.wga.hu/art/c/cezanne/4/3lands10.jpg,cezanne,"
,Quarry at Bibémus,
1898-1900,
Oil on canvas, 65 x 81 cm,
Museum Folkwang, Essen,

",4,1898-1900,,65 x 81 cm,"Museum Folkwang, Essen",Oil on canvas,Quarry at Bibémus,1898-1900,,65 x 81 cm,"Museum Folkwang, Essen",Oil on canvas,Quarry at Bibémus
583,http://www.wga.hu/art/c/cezanne/4/4still1.jpg,cezanne,"
,Still-Life,
1890-94,
Oil on canvas, 66 x 82 cm,
Kunsthaus, Zurich,

",4,1890-94,,66 x 82 cm,"Kunsthaus, Zurich",Oil on canvas,Still-Life,1890-94,,66 x 82 cm,"Kunsthaus, Zurich",Oil on canvas,Still-Life
584,http://www.wga.hu/art/c/cezanne/4/4still2.jpg,cezanne,"
,Still-Life with Plaster Cupid,
1894,
Oil on canvas, 63 x 81 cm,
Nationalmuseum, Stockholm,

",4,1894,,63 x 81 cm,"Nationalmuseum, Stockholm",Oil on canvas,Still-Life with Plaster Cupid,1894,,63 x 81 cm,"Nationalmuseum, Stockholm",Oil on canvas,Still-Life with Plaster Cupid
585,http://www.wga.hu/art/c/cezanne/4/4still3.jpg,cezanne,"
,Plaster Cupid and the ""Anatomy"",
c. 1895,
Oil on paper on wood, 71 x 57 cm,
Courtauld Gallery, London,

",4,c. 1895,,71 x 57 cm,"Courtauld Gallery, London",Oil on paper on wood,"Plaster Cupid and the ""Anatomy""",c. 1895,,71 x 57 cm,"Courtauld Gallery, London",Oil on paper on wood,"Plaster Cupid and the ""Anatomy"""
586,http://www.wga.hu/art/c/cezanne/4/4still4.jpg,cezanne,"
,Still-Life with a Curtain,
1895,
Oil on canvas, 55 x 75 cm,
The Hermitage, St. Petersburg,

",4,1895,,55 x 75 cm,"The Hermitage, St. Petersburg",Oil on canvas,Still-Life with a Curtain,1895,,55 x 75 cm,"The Hermitage, St. Petersburg",Oil on canvas,Still-Life with a Curtain
587,http://www.wga.hu/art/c/cezanne/4/4still5.jpg,cezanne,"
,Ginger Jar and Fruit,
c. 1895,
Oil on canvas, 73 x 60 cm,
The Barnes Foundation, Merion,

",4,c. 1895,,73 x 60 cm,"The Barnes Foundation, Merion",Oil on canvas,Ginger Jar and Fruit,c. 1895,,73 x 60 cm,"The Barnes Foundation, Merion",Oil on canvas,Ginger Jar and Fruit
588,http://www.wga.hu/art/c/cezanne/4/4still6.jpg,cezanne,"
,Still-Life with Apples and Oranges,
1895-1900,
Oil on canvas, 74 x 93 cm,
Musée d'Orsay, Paris,

",4,1895-1900,,74 x 93 cm,"Musée d'Orsay, Paris",Oil on canvas,Still-Life with Apples and Oranges,1895-1900,,74 x 93 cm,"Musée d'Orsay, Paris",Oil on canvas,Still-Life with Apples and Oranges
589,http://www.wga.hu/art/c/cezanne/4/4still7.jpg,cezanne,"
,Still-Life with Onions,
1895-1900,
Oil on canvas, 66 x 81 cm,
Musée d'Orsay, Paris,

",4,1895-1900,,66 x 81 cm,"Musée d'Orsay, Paris",Oil on canvas,Still-Life with Onions,1895-1900,,66 x 81 cm,"Musée d'Orsay, Paris",Oil on canvas,Still-Life with Onions
